applicant_id,age,annual_income,employment_years,loan_amount,loan_term_months,credit_score,debt_to_income,num_prior_defaults,home_ownership,loan_purpose,defaulted
A300524,29,38400.0,2.9,19900,24,738.0,0.167,0,MORTGAGE,home_improvement,0
A300574,32,67300.0,6.2,20700,48,659.0,0.374,1,mortgage,debt_consolidation,0
A300693,37,46500.0,10.5,21100,36,696.0,0.291,1,MORTGAGE,debt_consolidation,1
A300704,35,38900.0,8.2,6400,12,746.0,0.142,0,MORTGAGE,debt_consolidation,0
A300112,42,31000.0,6.3,13500,24,657.0,0.638,2,MORTGAGE,debt_consolidation,1
A301126,36,73000.0,3.0,13800,36,563.0,0.15,1,RENT,debt_consolidation,0
A300414,59,57400.0,5.7,24200,48,623.0,0.171,0,MORTGAGE,major_purchase,0
A300589,42,89300.0,2.8,29300,24,829.0,0.175,0,RENT,debt_consolidation,0
A301214,32,99000.0,6.0,13500,48,649.0,0.244,1,MORTGAGE,debt_consolidation,1
A301522,28,60000.0,0.8,4200,48,749.0,0.348,0,RENT,home_improvement,1
A300486,67,92600.0,6.3,13200,36,720.0,0.34,0,RENT,major_purchase,0
A301076,43,50900.0,9.0,12700,36,615.0,0.148,0,MORTGAGE,other,0
A301052,50,72400.0,6.7,20500,60,703.0,0.213,0,RENT,major_purchase,0
A301089,30,63100.0,1.5,17000,24,663.0,0.276,0,OWN,medical,0
A300874,22,42700.0,4.2,8000,60,717.0,0.246,0,RENT,major_purchase,0
A301408,37,38000.0,1.4,11600,36,838.0,0.286,1,rent,debt_consolidation,1
A300843,37,41800.0,7.9,16800,36,680.0,0.502,2,MORTGAGE,major_purchase,0
A300966,43,67100.0,14.9,5100,36,739.0,0.179,0,rent,other,0
A300594,21,52400.0,7.7,18800,36,710.0,0.29,0,MORTGAGE,debt_consolidation,0
A300927,46,56400.0,2.1,13300,12,744.0,0.269,1,MORTGAGE,home_improvement,0
A300308,54,44600.0,3.0,13300,36,691.0,0.276,0,MORTGAGE,other,0
A300058,31,134500.0,1.1,11200,48,673.0,0.221,0,RENT,debt_consolidation,0
A300159,32,66900.0,4.8,23900,12,675.0,0.215,0,own,debt_consolidation,0
A301476,35,,3.5,8200,36,671.0,0.242,0,RENT,home_improvement,1
A300186,49,29400.0,3.8,6800,48,767.0,0.074,0,RENT,debt_consolidation,0
A300244,40,77100.0,7.5,19200,36,772.0,0.465,0,MORTGAGE,debt_consolidation,0
A301528,27,35800.0,3.4,10100,24,685.0,0.072,0,MORTGAGE,home_improvement,0
A300157,30,,3.8,29500,36,751.0,0.193,0,MORTGAGE,major_purchase,0
A300126,31,39500.0,22.5,19600,36,648.0,0.361,0,MORTGAGE,debt_consolidation,0
A300322,63,70200.0,3.5,29700,60,615.0,0.179,0,MORTGAGE,home_improvement,0
A301083,40,50000.0,7.2,15900,36,628.0,0.284,0,OWN,major_purchase,0
A300804,52,63500.0,2.2,8100,48,601.0,0.316,0,RENT,medical,1
A301236,30,151600.0,4.3,15400,36,607.0,0.255,0,RENT,debt_consolidation,0
A300777,63,38100.0,2.2,10500,48,585.0,0.036,0,RENT,home_improvement,0
A301127,48,40400.0,7.0,20000,36,693.0,0.222,0,OWN,major_purchase,1
A301331,27,34000.0,2.0,10300,36,632.0,0.259,1,MORTGAGE,major_purchase,1
A301340,59,54600.0,5.7,11800,48,656.0,0.192,0,RENT,major_purchase,0
A300845,26,43100.0,5.4,13400,36,586.0,0.215,1,MORTGAGE,debt_consolidation,0
A301597,44,77300.0,7.6,19400,48,556.0,0.127,0,MORTGAGE,debt_consolidation,0
A301252,48,159900.0,2.4,10400,36,681.0,0.374,1,RENT,debt_consolidation,0
A300273,57,77000.0,0.4,23100,48,690.0,0.458,0,RENT,medical,0
A300875,23,41600.0,6.5,19000,48,,0.316,0,RENT,home_improvement,0
A300182,47,55700.0,2.3,13200,12,570.0,0.211,0,MORTGAGE,major_purchase,0
A301349,42,58800.0,6.1,18000,60,697.0,0.307,0,RENT,other,0
A301075,61,,16.5,22500,12,685.0,0.3,2,OWN,home_improvement,0
A301221,51,88600.0,7.2,12600,48,764.0,0.326,2,OWN,major_purchase,0
A300462,62,48900.0,1.6,25700,24,658.0,0.223,0,OWN,major_purchase,0
A300089,58,46100.0,7.9,10200,12,685.0,0.178,2,rent,debt_consolidation,1
A301248,58,,7.1,19700,36,,0.212,0,MORTGAGE,home_improvement,0
A301468,22,82200.0,3.6,8900,48,657.0,0.258,0,MORTGAGE,medical,0
A300050,54,145800.0,1.9,18500,36,,0.35,2,MORTGAGE,major_purchase,1
A300853,53,79600.0,8.9,11700,36,817.0,0.19,0,OWN,home_improvement,0
A300415,26,55200.0,4.4,8600,36,546.0,0.25,0,RENT,debt_consolidation,0
A300676,51,25900.0,3.7,19500,24,655.0,0.218,0,MORTGAGE,other,1
A300534,69,49600.0,8.6,9500,24,651.0,0.141,0,OWN,medical,1
A300234,64,144100.0,1.5,10000,24,,0.362,0,MORTGAGE,debt_consolidation,0
A300680,58,66600.0,2.8,14500,36,,0.211,0,RENT,debt_consolidation,0
A300581,49,39500.0,10.4,12800,36,676.0,0.375,0,RENT,debt_consolidation,0
A300401,29,41900.0,8.5,12800,60,711.0,0.262,1,MORTGAGE,major_purchase,1
A300698,52,106700.0,12.6,7700,36,778.0,0.228,2,RENT,debt_consolidation,0
A300438,27,101800.0,5.1,17600,48,550.0,0.341,0,OWN,debt_consolidation,1
A300527,36,78400.0,1.6,23300,48,622.0,0.384,2,RENT,medical,0
A300308,54,44600.0,3.0,13300,36,691.0,0.276,0,MORTGAGE,other,0
A300717,53,82400.0,2.6,8800,36,654.0,0.285,1,RENT,major_purchase,1
A301175,41,112000.0,1.4,5900,24,669.0,0.192,0,RENT,debt_consolidation,0
A300132,28,79200.0,8.2,22000,36,560.0,0.104,0,RENT,major_purchase,0
A300738,63,93300.0,9.0,13100,36,726.0,0.416,0,MORTGAGE,medical,0
A300029,62,,7.8,27600,48,677.0,0.281,0,RENT,home_improvement,0
A300639,40,48300.0,7.6,13100,24,711.0,0.475,0,MORTGAGE,debt_consolidation,0
A300238,30,25700.0,6.5,21100,12,706.0,0.38,1,MORTGAGE,debt_consolidation,0
A301359,53,34100.0,6.1,29500,48,757.0,0.417,0,MORTGAGE,major_purchase,0
A300323,57,40800.0,12.2,27300,36,638.0,0.303,0,RENT,home_improvement,0
A300628,26,48300.0,2.9,15800,60,719.0,0.306,0,MORTGAGE,debt_consolidation,0
A301530,55,57300.0,0.9,14700,36,710.0,0.183,0,RENT,major_purchase,0
A300769,60,37000.0,3.9,24200,48,622.0,0.145,0,MORTGAGE,home_improvement,0
A301557,67,59700.0,14.8,14000,48,702.0,0.265,0,MORTGAGE,other,0
A301487,43,24200.0,21.2,6100,36,767.0,0.5,0,RENT,major_purchase,0
A301020,53,68900.0,3.7,17500,24,645.0,0.37,0,RENT,major_purchase,0
A300379,31,40400.0,7.3,11300,24,,0.174,0,RENT,debt_consolidation,0
A300747,60,103000.0,21.7,13300,36,785.0,0.201,0,RENT,debt_consolidation,0
A301054,46,81700.0,10.1,7700,48,568.0,0.354,0,MORTGAGE,home_improvement,0
A300350,58,35600.0,4.0,12200,60,547.0,0.081,1,MORTGAGE,major_purchase,1
A301272,44,56200.0,14.1,11400,48,,0.208,0,MORTGAGE,other,0
A300051,44,76000.0,4.7,7900,48,714.0,0.116,0,MORTGAGE,home_improvement,0
A300507,40,82800.0,5.3,19600,48,688.0,0.235,0,MORTGAGE,debt_consolidation,0
A301060,23,41900.0,0.8,9300,36,555.0,0.033,1,OWN,debt_consolidation,1
A301102,24,42300.0,1.7,11700,36,574.0,0.213,0,OWN,debt_consolidation,0
A301037,21,41900.0,4.5,26600,36,765.0,0.429,0,RENT,home_improvement,0
A301082,53,28900.0,15.8,19600,24,579.0,0.246,0,OWN,debt_consolidation,0
A300575,47,44300.0,2.9,42800,36,605.0,0.299,0,RENT,debt_consolidation,1
A300233,35,59100.0,6.2,12400,24,641.0,0.336,0,OWN,home_improvement,0
A301402,61,,6.0,19800,24,707.0,0.285,0,RENT,home_improvement,0
A301495,57,51200.0,3.0,18600,36,690.0,0.074,0,RENT,debt_consolidation,0
A300743,23,45900.0,12.5,8900,60,678.0,0.267,2,OWN,debt_consolidation,0
A300478,67,81800.0,13.9,21900,24,642.0,0.407,2,MORTGAGE,major_purchase,0
A300999,38,27400.0,0.9,10200,36,810.0,0.342,0,MORTGAGE,debt_consolidation,0
A300193,38,180900.0,6.0,24400,48,635.0,0.529,1,MORTGAGE,medical,1
A300404,38,81900.0,5.1,48400,36,602.0,0.039,0,MORTGAGE,debt_consolidation,0
A301069,34,82500.0,4.0,12900,12,560.0,0.248,0,RENT,debt_consolidation,0
A300883,56,48500.0,12.4,11400,12,617.0,0.132,0,OWN,debt_consolidation,0
A300487,61,22100.0,2.7,18100,48,736.0,0.361,0,MORTGAGE,medical,0
A301048,37,108900.0,5.1,14800,48,768.0,0.274,0,MORTGAGE,other,0
A300471,53,71900.0,4.4,27300,60,684.0,0.392,0,OWN,debt_consolidation,1
A300256,53,33800.0,9.1,12500,24,749.0,0.248,0,RENT,home_improvement,0
A300894,55,47900.0,11.3,9200,12,681.0,0.278,0,RENT,debt_consolidation,0
A301462,35,94400.0,3.9,14200,48,693.0,0.367,0,MORTGAGE,debt_consolidation,0
A300138,63,87600.0,13.3,4600,24,678.0,0.072,0,RENT,medical,0
A300491,24,62700.0,2.9,13600,60,,0.241,1,RENT,major_purchase,0
A301270,47,64100.0,3.5,46600,60,599.0,0.427,1,MORTGAGE,other,1
A301146,27,64600.0,2.4,11900,12,673.0,0.159,0,MORTGAGE,medical,0
A300578,21,47900.0,6.3,15600,36,766.0,0.267,0,RENT,home_improvement,0
A300706,46,49000.0,2.2,13900,36,543.0,0.381,0,RENT,debt_consolidation,1
A300206,37,43400.0,9.0,31800,36,752.0,0.252,1,MORTGAGE,home_improvement,0
A301200,52,48000.0,12.2,8400,36,665.0,0.288,1,RENT,debt_consolidation,0
A300848,24,105400.0,10.1,12900,60,661.0,0.247,0,MORTGAGE,debt_consolidation,0
A301412,31,74500.0,7.7,18900,36,583.0,0.315,0,MORTGAGE,debt_consolidation,0
A301457,35,35500.0,21.6,12100,48,747.0,0.312,0,MORTGAGE,home_improvement,0
A300000,41,54000.0,32.1,21600,36,728.0,0.227,0,MORTGAGE,debt_consolidation,0
A300226,57,23400.0,1.8,29600,36,586.0,0.385,0,MORTGAGE,major_purchase,0
A301567,33,100800.0,1.0,17000,24,737.0,0.09,0,RENT,major_purchase,0
A300249,65,50900.0,4.5,10300,12,,0.441,0,MORTGAGE,debt_consolidation,0
A300889,27,80400.0,9.6,13100,36,722.0,0.156,0,MORTGAGE,home_improvement,0
A301132,31,63500.0,9.8,25300,36,664.0,0.188,0,RENT,debt_consolidation,0
A300705,51,52900.0,4.8,25300,12,687.0,0.17,0,OWN,other,0
A300979,57,67800.0,3.4,19100,36,655.0,0.311,0,MORTGAGE,medical,0
A301029,30,62600.0,15.7,12900,60,725.0,0.21,0,MORTGAGE,home_improvement,0
A301284,57,56800.0,5.7,22000,36,682.0,0.069,0,OWN,debt_consolidation,1
A300283,31,46900.0,16.7,12600,24,524.0,0.313,0,MORTGAGE,home_improvement,0
A300313,23,49200.0,2.7,19800,60,636.0,0.409,0,MORTGAGE,home_improvement,0
A300596,44,79900.0,4.6,11000,36,716.0,0.359,3,RENT,major_purchase,1
A300059,49,41100.0,6.3,16700,36,707.0,0.578,0,MORTGAGE,major_purchase,0
A301369,29,36600.0,8.7,10800,12,581.0,0.337,0,MORTGAGE,major_purchase,1
A300047,43,82300.0,3.1,14400,36,658.0,0.315,0,RENT,home_improvement,0
A301506,66,102700.0,6.1,34400,36,644.0,0.345,0,RENT,debt_consolidation,1
A301326,62,91900.0,4.3,11300,48,650.0,0.242,0,RENT,other,0
A301450,27,31700.0,6.8,17800,48,637.0,0.354,0,MORTGAGE,debt_consolidation,0
A300986,61,18000.0,3.7,13400,36,673.0,0.171,1,RENT,debt_consolidation,0
A300969,54,32800.0,1.0,14300,12,737.0,0.31,0,mortgage,other,0
A301310,65,30800.0,15.3,19900,36,700.0,0.337,0,MORTGAGE,other,1
A301547,47,52700.0,9.9,21400,24,658.0,0.425,0,OWN,other,0
A301531,41,93200.0,8.2,21400,24,739.0,0.27,0,RENT,major_purchase,0
A300758,25,45700.0,0.4,15300,36,694.0,0.384,0,MORTGAGE,major_purchase,0
A300978,55,117800.0,12.9,24300,36,711.0,0.344,0,RENT,major_purchase,0
A301587,65,72200.0,4.5,11900,60,677.0,0.304,0,MORTGAGE,home_improvement,0
A300312,27,109000.0,4.6,19200,48,,0.224,0,RENT,debt_consolidation,0
A300091,44,66900.0,1.2,19200,24,694.0,0.382,3,RENT,debt_consolidation,1
A300721,69,62200.0,5.8,17300,48,698.0,0.151,0,RENT,debt_consolidation,0
A301265,58,134700.0,23.0,16400,12,537.0,0.154,0,MORTGAGE,debt_consolidation,1
A300734,38,41900.0,5.8,25700,60,770.0,0.348,0,RENT,debt_consolidation,0
A300811,53,38300.0,2.6,29000,48,549.0,0.437,0,MORTGAGE,major_purchase,1
A300459,37,61100.0,4.1,24300,36,571.0,0.357,0,OWN,medical,1
A301509,40,47500.0,5.5,13000,60,674.0,0.203,1,rent,home_improvement,0
A300849,46,68000.0,3.0,12300,24,700.0,0.453,0,RENT,debt_consolidation,0
A300383,26,82600.0,18.0,9800,36,621.0,0.306,0,MORTGAGE,medical,0
A300017,30,35000.0,1.2,13400,48,719.0,0.205,2,own,home_improvement,1
A300955,46,,7.6,8200,48,745.0,0.41,1,MORTGAGE,other,0
A301446,46,,12.3,26300,12,525.0,0.343,0,OWN,debt_consolidation,1
A301066,28,50200.0,8.4,15700,48,685.0,0.283,1,RENT,major_purchase,1
A301209,25,31500.0,1.5,12100,60,682.0,0.11,0,RENT,debt_consolidation,1
A300987,52,123900.0,9.8,19200,24,725.0,0.176,0,MORTGAGE,debt_consolidation,0
A301014,29,32500.0,4.8,14800,12,750.0,0.312,0,MORTGAGE,other,0
A301551,41,44400.0,4.2,16400,24,648.0,0.276,0,own,debt_consolidation,1
A301520,22,,7.6,8000,36,748.0,0.295,0,RENT,other,0
A300125,36,34100.0,8.7,13000,48,596.0,0.273,0,OWN,debt_consolidation,1
A300511,45,39600.0,10.5,18500,24,718.0,0.107,0,RENT,major_purchase,0
A300076,35,44700.0,8.4,9400,36,693.0,0.112,2,OWN,home_improvement,1
A300930,63,73500.0,4.4,17400,36,648.0,0.31,0,MORTGAGE,major_purchase,0
A300141,43,69600.0,6.7,12400,24,754.0,0.323,0,MORTGAGE,major_purchase,0
A301565,45,,4.8,21200,48,608.0,0.325,0,RENT,other,1
A300585,42,72200.0,0.7,16400,36,549.0,0.411,0,RENT,debt_consolidation,1
A300818,64,56000.0,5.0,14100,36,698.0,0.102,0,RENT,debt_consolidation,0
A301554,41,67800.0,1.8,9800,12,711.0,0.083,0,rent,debt_consolidation,0
A300787,62,43400.0,4.2,47500,48,636.0,0.324,3,OWN,major_purchase,1
A300555,41,58400.0,32.1,14500,24,731.0,0.348,0,MORTGAGE,debt_consolidation,0
A301176,28,41200.0,15.2,5800,24,571.0,0.326,0,RENT,debt_consolidation,1
A301056,23,87200.0,2.4,10500,12,580.0,0.329,0,rent,debt_consolidation,1
A300015,62,64200.0,8.1,8400,12,623.0,0.286,0,OWN,home_improvement,0
A300435,21,56400.0,2.8,11800,48,634.0,0.105,0,mortgage,debt_consolidation,0
A300498,35,41100.0,4.1,17400,60,697.0,0.342,0,RENT,other,0
A300619,62,87500.0,5.8,21900,36,590.0,0.189,0,mortgage,debt_consolidation,0
A301427,42,60800.0,6.8,13000,36,629.0,0.203,1,RENT,major_purchase,0
A300450,39,25100.0,6.3,13700,48,698.0,0.191,0,RENT,major_purchase,0
A300766,44,58000.0,11.6,16300,24,673.0,0.303,0,rent,debt_consolidation,0
A300035,33,50900.0,1.0,16800,36,663.0,0.214,0,RENT,medical,0
A300947,39,,22.2,8700,24,683.0,0.371,0,MORTGAGE,debt_consolidation,0
A301249,43,44500.0,0.9,21400,36,630.0,0.25,0,MORTGAGE,debt_consolidation,0
A301196,38,87300.0,9.1,14900,48,727.0,0.069,0,MORTGAGE,debt_consolidation,0
A300981,37,95300.0,7.6,14700,36,672.0,0.588,0,MORTGAGE,major_purchase,1
A300241,45,28500.0,8.1,14600,60,613.0,0.365,0,MORTGAGE,debt_consolidation,0
A300529,59,81900.0,6.5,32800,36,665.0,0.315,0,OWN,home_improvement,1
A300343,68,108400.0,6.1,34300,48,745.0,0.352,0,MORTGAGE,major_purchase,1
A301180,63,,2.0,7700,36,,0.322,0,RENT,debt_consolidation,1
A301442,43,,1.6,11800,24,598.0,0.311,1,MORTGAGE,other,0
A301514,35,53900.0,10.7,27600,60,725.0,0.19,0,MORTGAGE,home_improvement,0
A300886,54,83300.0,12.8,20600,36,718.0,0.244,0,MORTGAGE,debt_consolidation,0
A300506,46,79200.0,8.5,18300,36,701.0,0.295,0,MORTGAGE,medical,0
A301591,60,64500.0,2.7,16500,36,778.0,0.193,1,MORTGAGE,home_improvement,0
A300215,34,57100.0,5.3,11800,48,690.0,0.319,0,OWN,debt_consolidation,0
A300208,69,95700.0,19.9,18600,48,602.0,0.181,0,MORTGAGE,major_purchase,0
A300945,31,,4.6,10300,60,624.0,0.498,0,MORTGAGE,home_improvement,0
A300064,61,70600.0,7.3,11200,48,750.0,0.408,0,OWN,other,1
A300010,69,43500.0,11.0,26200,48,803.0,0.435,1,MORTGAGE,medical,0
A301202,43,57900.0,6.8,28600,48,607.0,0.275,1,RENT,medical,1
A300252,62,59700.0,15.0,57700,12,719.0,0.114,0,MORTGAGE,debt_consolidation,0
A300603,32,37700.0,7.1,18500,60,707.0,0.261,1,MORTGAGE,debt_consolidation,0
A300805,24,24200.0,11.1,15400,36,647.0,0.383,0,MORTGAGE,major_purchase,0
A301285,58,42200.0,16.2,31000,24,713.0,0.354,0,OWN,home_improvement,0
A301124,58,85800.0,8.8,13800,24,672.0,0.338,0,RENT,major_purchase,1
A301191,36,60800.0,1.4,19200,36,792.0,0.339,0,MORTGAGE,debt_consolidation,0
A300314,50,52700.0,5.3,19300,36,695.0,0.402,0,OWN,debt_consolidation,1
A300518,45,32900.0,9.4,14700,36,710.0,0.115,0,RENT,other,0
A300465,22,30700.0,2.8,14500,36,685.0,0.247,0,mortgage,home_improvement,0
A300931,66,92000.0,10.0,11900,24,527.0,0.343,0,RENT,debt_consolidation,0
A300963,35,56000.0,3.1,11100,24,799.0,0.57,2,MORTGAGE,home_improvement,1
A300842,62,42100.0,1.0,17000,24,765.0,0.261,0,RENT,major_purchase,0
A301470,55,112200.0,2.2,23100,36,692.0,0.325,2,own,medical,1
A301553,48,114500.0,3.7,32100,24,600.0,0.047,0,RENT,home_improvement,0
A300367,31,35800.0,3.4,9500,24,670.0,0.502,0,OWN,major_purchase,1
A300145,32,42800.0,4.0,14000,36,573.0,0.16,0,MORTGAGE,debt_consolidation,0
A300362,28,111000.0,3.1,8400,36,607.0,0.273,0,MORTGAGE,other,0
A300630,37,51900.0,12.1,13100,48,737.0,0.136,0,MORTGAGE,debt_consolidation,0
A300090,56,103400.0,1.7,10000,36,721.0,0.324,0,OWN,major_purchase,0
A300321,50,,4.3,14200,12,631.0,0.176,1,RENT,other,0
A300185,21,45500.0,5.4,21500,12,649.0,0.304,0,RENT,debt_consolidation,0
A300924,49,51100.0,11.3,12200,36,695.0,0.339,0,MORTGAGE,home_improvement,0
A301156,28,74600.0,7.3,14700,36,562.0,0.163,0,MORTGAGE,debt_consolidation,0
A300868,69,71300.0,3.2,21800,36,640.0,0.098,0,MORTGAGE,debt_consolidation,0
A300756,25,66900.0,4.3,41000,36,724.0,0.468,0,OWN,debt_consolidation,0
A300119,59,86900.0,1.7,23400,60,710.0,0.28,0,MORTGAGE,other,1
A301062,55,75400.0,4.6,28900,60,767.0,0.252,0,RENT,other,0
A300840,46,77600.0,3.0,22400,24,659.0,0.378,1,MORTGAGE,major_purchase,1
A300493,25,69100.0,8.1,14000,36,678.0,0.135,0,RENT,debt_consolidation,0
A300443,51,74000.0,2.7,12200,24,711.0,0.264,0,RENT,medical,0
A300338,55,85900.0,9.9,13700,48,694.0,0.171,0,MORTGAGE,home_improvement,0
A301108,43,59600.0,7.3,21300,48,678.0,0.245,0,MORTGAGE,home_improvement,0
A300224,28,85300.0,3.3,13900,36,624.0,0.277,0,MORTGAGE,medical,0
A300019,35,60000.0,4.5,21300,36,488.0,0.309,0,MORTGAGE,home_improvement,1
A301096,54,43900.0,5.2,11100,36,698.0,0.405,0,MORTGAGE,major_purchase,1
A300418,60,60100.0,9.9,34600,36,672.0,0.143,0,MORTGAGE,debt_consolidation,0
A301099,36,141400.0,9.0,4700,12,576.0,0.397,0,RENT,home_improvement,0
A301404,25,80900.0,8.6,6500,24,710.0,0.249,0,RENT,debt_consolidation,0
A300991,22,72700.0,1.5,10400,60,734.0,0.194,0,MORTGAGE,other,0
A300385,46,88800.0,1.1,9900,48,702.0,0.429,1,RENT,major_purchase,1
A300929,41,99800.0,5.6,12000,48,577.0,0.11,0,OWN,medical,1
A300452,23,41900.0,13.7,12100,60,747.0,0.346,0,RENT,major_purchase,0
A300264,53,26800.0,3.4,13000,36,818.0,0.312,0,RENT,debt_consolidation,0
A301064,52,39800.0,8.5,30600,36,689.0,0.317,0,MORTGAGE,other,0
A301452,25,58600.0,12.1,18800,24,621.0,0.318,0,OWN,major_purchase,0
A300160,46,68600.0,9.1,14600,24,616.0,0.102,0,RENT,debt_consolidation,0
A300110,27,61100.0,1.5,8600,48,657.0,0.408,0,OWN,debt_consolidation,0
A300303,53,95800.0,1.1,11100,24,700.0,0.273,0,MORTGAGE,major_purchase,0
A301571,41,81900.0,1.8,10900,24,781.0,0.493,0,OWN,home_improvement,0
A300048,33,94700.0,15.3,6600,24,695.0,0.425,0,MORTGAGE,home_improvement,0
A300509,44,43900.0,1.7,7900,36,751.0,0.366,0,MORTGAGE,debt_consolidation,0
A300018,48,65400.0,18.1,11900,24,808.0,0.266,0,RENT,other,0
A301067,28,122600.0,5.6,10700,36,606.0,0.128,1,MORTGAGE,home_improvement,1
A301297,46,48800.0,2.1,24300,36,757.0,0.269,0,MORTGAGE,other,1
A301467,65,75600.0,14.8,18900,48,661.0,0.303,0,OWN,medical,0
A300934,30,27900.0,8.4,14800,48,790.0,0.226,1,RENT,medical,0
A301114,67,56700.0,4.8,11600,36,743.0,0.443,0,RENT,home_improvement,0
A300885,29,68800.0,10.7,13400,24,831.0,0.294,1,MORTGAGE,home_improvement,0
A300275,48,100800.0,8.9,43400,60,726.0,0.363,0,rent,debt_consolidation,0
A300114,63,71200.0,3.1,10900,36,538.0,0.337,0,MORTGAGE,debt_consolidation,0
A301352,24,41600.0,3.7,22000,36,676.0,0.158,0,MORTGAGE,debt_consolidation,1
A301489,40,51800.0,2.8,12800,36,817.0,0.254,0,MORTGAGE,medical,0
A300727,58,,4.3,24000,36,711.0,0.263,0,RENT,debt_consolidation,0
A301155,48,41900.0,7.6,13800,24,600.0,0.261,3,MORTGAGE,major_purchase,1
A300001,31,87000.0,6.4,20800,36,713.0,0.149,1,RENT,debt_consolidation,0
A300227,39,123300.0,3.7,6500,12,697.0,0.335,0,MORTGAGE,home_improvement,0
A300133,33,53800.0,1.7,14400,36,654.0,0.434,0,RENT,major_purchase,0
A300248,38,105400.0,8.0,18300,48,764.0,0.45,0,OWN,major_purchase,0
A301307,54,81400.0,4.8,7000,36,710.0,0.315,0,MORTGAGE,major_purchase,0
A300496,58,62500.0,6.1,9800,24,724.0,0.284,0,MORTGAGE,home_improvement,0
A300960,50,42100.0,16.8,21100,36,591.0,0.265,0,RENT,home_improvement,0
A300335,45,62000.0,4.6,15800,60,799.0,0.188,0,OWN,home_improvement,0
A300439,32,26900.0,7.1,5300,36,709.0,0.349,0,MORTGAGE,home_improvement,0
A301287,51,29000.0,3.5,10800,60,782.0,0.485,2,OWN,debt_consolidation,1
A301166,63,51100.0,13.6,26900,24,663.0,0.469,0,MORTGAGE,home_improvement,0
A301269,44,70700.0,4.5,18200,36,676.0,0.259,2,RENT,major_purchase,0
A300812,58,76900.0,15.6,6800,36,780.0,0.121,0,RENT,home_improvement,0
A301051,51,34400.0,2.9,8200,36,629.0,0.254,1,MORTGAGE,other,1
A300441,29,104800.0,12.0,15100,24,696.0,0.298,0,MORTGAGE,other,0
A301162,31,79400.0,5.7,18600,60,739.0,0.245,0,MORTGAGE,home_improvement,0
A301387,40,53600.0,8.3,11400,24,707.0,0.096,0,RENT,debt_consolidation,0
A301113,29,65700.0,8.6,12800,12,683.0,0.244,0,RENT,debt_consolidation,0
A300838,56,59300.0,4.2,11400,48,686.0,0.22,0,RENT,major_purchase,0
A301047,68,24600.0,3.0,10800,48,609.0,0.217,0,RENT,home_improvement,1
A301103,58,62800.0,6.1,11400,36,769.0,0.281,0,RENT,major_purchase,0
A301149,24,64200.0,8.4,22500,36,720.0,0.228,0,RENT,other,0
A300242,53,75600.0,5.9,6300,24,723.0,0.459,0,MORTGAGE,home_improvement,0
A301394,56,81200.0,3.3,12700,48,601.0,0.588,2,RENT,debt_consolidation,1
A300683,25,40500.0,15.2,19500,24,710.0,0.339,2,RENT,debt_consolidation,0
A301350,51,79700.0,23.2,7700,24,802.0,0.203,1,OWN,debt_consolidation,0
A300657,51,65800.0,5.6,13000,36,652.0,0.213,0,OWN,medical,0
A300504,21,52000.0,4.4,7600,36,762.0,0.231,0,RENT,home_improvement,0
A300408,52,33000.0,7.3,33700,24,500.0,0.213,0,RENT,major_purchase,1
A301329,54,62300.0,8.5,11200,24,680.0,0.303,0,RENT,other,1
A301105,38,61900.0,3.9,9700,36,740.0,0.373,1,RENT,debt_consolidation,1
A301492,41,58700.0,13.1,17100,36,623.0,0.16,1,RENT,other,0
A301255,28,38100.0,1.3,20400,24,579.0,0.283,0,MORTGAGE,debt_consolidation,1
A301525,61,64800.0,2.4,18400,48,771.0,0.212,0,MORTGAGE,debt_consolidation,0
A301061,66,86700.0,1.8,21800,36,632.0,0.391,0,RENT,debt_consolidation,1
A300140,54,,7.3,13700,36,710.0,0.127,0,RENT,debt_consolidation,0
A300546,30,55700.0,3.4,18700,48,773.0,0.174,0,RENT,other,0
A300900,55,26300.0,15.5,11700,48,566.0,0.204,0,OWN,other,0
A300637,46,67500.0,4.2,27100,36,670.0,0.21,0,RENT,major_purchase,0
A301260,31,50000.0,13.4,13100,24,631.0,0.161,0,RENT,major_purchase,0
A301440,65,65200.0,4.9,22400,36,741.0,0.376,0,MORTGAGE,medical,0
A300688,39,141000.0,5.3,32100,48,629.0,0.25,0,RENT,debt_consolidation,0
A300621,40,44300.0,4.7,13500,36,633.0,0.283,2,RENT,major_purchase,1
A300850,67,68700.0,8.7,7600,60,737.0,0.182,0,MORTGAGE,debt_consolidation,0
A300583,66,45200.0,7.8,7000,60,600.0,0.149,2,MORTGAGE,debt_consolidation,0
A300332,54,44700.0,5.2,24600,36,650.0,0.375,0,OWN,other,1
A301293,33,34800.0,14.1,25200,36,643.0,0.288,0,MORTGAGE,home_improvement,0
A301361,39,57400.0,2.0,20700,36,667.0,0.395,0,RENT,home_improvement,1
A301115,40,,4.1,7700,48,632.0,0.283,0,RENT,debt_consolidation,1
A301104,51,43500.0,13.1,8300,36,679.0,0.288,0,mortgage,debt_consolidation,0
